1207,237001,300,20130901,50.000000000
1207,237001,300,20131001,50.000000000
1207,237001,300,20131101,51.000000000
1207,237020S,300,20140201,23.000000000
1207,237020S,300,20140301,23.000000000
1207,237020S,300,20140401,23.000000000
1207,237020S,300,20140501,23.000000000
1207,237020S,300,20140601,23.000000000
1207,300024W,300,20140201,23.000000000
1207,300024W,300,20140301,23.000000000
1207,300024W,300,20140401,23.000000000
1207,300024W,300,20140501,23.000000000
1207,300024W,300,20140601,23.000000000
1207,320030W,300,20140301,12.000000000
1207,320030W,300,20140401,12.000000000
1207,320030W,300,20140601,12.000000000
1207,618505W,300,20140301,12.000000000
1207,618505W,300,20140401,12.000000000
1207,618505W,300,20140601,12.000000000
1207,631322C,200,20130901,23.000000000
1207,678661,300,20130901,15.000000000
1207,678661,300,20131001,15.000000000
1207,687295C,300,20140201,20.000000000
1207,687295C,300,20140301,20.000000000
1207,687295C,300,20140401,20.000000000
1207,687295C,300,20140501,20.000000000
1207,687663W,300,20140301,10.000000000
1207,687663W,300,20140401,10.000000000
1207,687663W,300,20140601,10.000000000
1207,824705W,300,20140201,23.000000000
1207,824705W,300,20140301,23.000000000
1207,824705W,300,20140401,23.000000000
1207,824705W,300,20140501,23.000000000
1207,824705W,300,20140601,23.000000000
1207,864115W,300,20140401,14.000000000
1207,865715W,300,20140201,20.000000000
1207,865715W,300,20140301,20.000000000
1207,865715W,300,20140401,20.000000000
1207,865715W,300,20140501,20.000000000
1207,872563C5A,200,20140401,14.000000000
1207,96142C6A,200,20140201,20.000000000
1207,96142C6A,200,20140301,20.000000000
1207,96142C6A,200,20140401,20.000000000
1207,96142C6A,200,20140501,20.000000000
1207,97906C,200,20140401,11.000000000
1207,97913C3A,200,20140401,10.000000000
1207,97913C3A,200,20140601,11.000000000
1207,97915C4A,200,20140401,11.000000000
1207,R110.1L,300,20140401,1.000000000
1228,237020C,300,20130901,50.000000000
1228,237020C,300,20131001,50.000000000
1228,237020C,300,20131101,100.000000000
1228,237020C,300,20131201,100.000000000
1228,237020C,300,20140201,100.000000000
1228,237020C,300,20140301,100.000000000
1228,237020C,300,20140401,100.000000000
1228,237020C,300,20140501,100.000000000
1228,237020C,300,20140601,100.000000000
1228,237020C,300,20140701,105.000000000
1345,811592W,300,20140201,1.000000000
1345,811593,300,20140201,1.000000000
1345,811595,300,20140201,1.000000000
1345,872722C3A,200,20131101,1.000000000
1345,872722C3A,200,20140201,25.000000000
1345,872722C3A,200,20140301,21.000000000
1345,894015W,300,20131101,1.000000000
1345,894015W,300,20140201,25.000000000
1345,894015W,300,20140301,21.000000000
1345,98020C5A,200,20131101,1.000000000
1345,98020C5A,200,20140201,27.000000000
1345,98020C5A,200,20140301,21.000000000
1345,98023C,200,20131101,25.000000000
1345,98023C,200,20140201,11.000000000
1345,98023C,200,20140301,11.000000000
1345,98025C4A,200,20131101,1.000000000
1345,98025C4A,200,20140201,20.000000000
1345,98025C4A,200,20140301,20.000000000
1345,F7111,300,20131101,1.000000000
1345,F7111,300,20140201,10.000000000
1345,F7111,300,20140301,11.000000000
1345,K1000W,300,20131101,1.000000000
1345,K1000W,300,20140201,25.000000000
1345,K1000W,300,20140301,23.000000000
1345,PPR10B,300,20131101,1.000000000
1345,PPR10B,300,20140201,10.000000000
1345,PPR10B,300,20140301,8.000000000
1345,PPR15B,300,20131101,1.000000000
1345,PPR15B,300,20140201,10.000000000
1345,PPR15B,300,20140301,11.000000000
1345,PRI400W,300,20131101,1.000000000
1350,K1000W,300,20131001,40.000000000
1350,K1000W,300,20131101,40.000000000
1350,K1000W,300,20131201,40.000000000
1350,K1000W,300,20140101,40.000000000
1350,K1000W,300,20140201,40.000000000
1350,K1000W,300,20140301,40.000000000
1350,K1000W,300,20140401,40.000000000
1350,K1000W,300,20140501,49.000000000
1350,K1000W,300,20140601,30.000000000
1350,K1000W,300,20140701,40.000000000
1367,104242,300,20140201,13.000000000
1367,237001,300,20140201,8.000000000
1367,237011S,300,20140201,47.000000000
1367,6010.1L,300,20140201,7.000000000
1367,6010.1R,300,20140201,4.000000000
1367,6030.1R,300,20140201,2.000000000
1367,618335W,300,20140201,13.000000000
1367,618410W,300,20140201,39.000000000
1367,631701W,300,20140201,47.000000000
1367,632110W,300,20140201,16.000000000
1367,632210W,300,20140201,16.000000000
1367,632601W,300,20140201,8.000000000
1367,632610W,300,20140201,55.000000000
1367,661145W,300,20140201,13.000000000
1367,687400SW,300,20140201,13.000000000
1367,7500,300,20140201,1.000000000
1367,811236,300,20140201,2.000000000
1367,814678W,300,20140201,2.000000000
1367,816000W,300,20140201,39.000000000
1367,864015W,300,20140201,8.000000000
1367,895005W,300,20140201,1.000000000
1367,90946C4A,300,20140201,13.000000000
1367,96142C5A,200,20140201,9.000000000
1367,96183C,200,20140201,14.000000000
1367,97017C3A,200,20140201,5.000000000
1367,98052C5A,200,20140201,2.000000000
1367,987063W,300,20140201,17.000000000
1367,EVBU,300,20140201,1.000000000
1367,F8211,300,20140201,1.000000000
1381,1223015,200,20140701,43.000000000
1381,1223015,200,20140801,43.000000000
1381,237010C,200,20140701,57.000000000
1381,237010C,200,20140801,57.000000000
1381,237011C,200,20140701,12.000000000
1381,237011C,200,20140801,12.000000000
1381,678661,200,20140701,22.000000000
1381,678661,200,20140801,22.000000000
1381,683515W,200,20140701,12.000000000
1381,683515W,200,20140801,12.000000000
1381,687295C,200,20140701,43.000000000
1381,687295C,200,20140801,43.000000000
1381,687663W,200,20140701,22.000000000
1381,687663W,200,20140801,22.000000000
1381,716100W,200,20140701,57.000000000
1381,716100W,200,20140801,57.000000000
1381,719105BAG,200,20140701,12.000000000
1381,719105BAG,200,20140801,12.000000000
1381,90311C3A,200,20140701,7.000000000
1381,90311C3A,200,20140801,7.000000000
1396,237012S,200,20140101,40.000000000
1396,237012S,200,20140201,40.000000000
1396,237012S,200,20140301,40.000000000
1396,237012S,200,20140401,40.000000000
1396,237012S,200,20140501,40.000000000
1396,743100W,200,20140101,40.000000000
1396,743100W,200,20140201,40.000000000
1396,743100W,200,20140301,40.000000000
1396,743100W,200,20140401,40.000000000
1396,743100W,200,20140501,40.000000000
1396,90965C5A,200,20140101,40.000000000
1396,90965C5A,200,20140201,40.000000000
1396,90965C5A,200,20140301,40.000000000
1396,90965C5A,200,20140401,40.000000000
1396,90965C5A,200,20140501,40.000000000
1396,96163C,200,20140101,40.000000000
1396,96163C,200,20140201,40.000000000
1396,96163C,200,20140301,40.000000000
1396,96163C,200,20140401,40.000000000
1396,96163C,200,20140501,40.000000000
1402,1123.1L,300,20131101,4.000000000
