1345,1002656691,811592W,300,20150201,1.000000000
1345,1002656691,811593,300,20150201,1.000000000
1345,1002656691,811595,300,20150201,1.000000000
1345,1002656691,894015W,300,20150201,21.000000000
1345,1002656691,98020C5A,200,20150201,21.000000000
1345,1002656691,98023C,200,20150201,22.000000000
1345,1002656691,K1000W,300,20150201,23.000000000
1350,1002567176,K1000W,300,20150301,10.000000000
1402,1001317916,4004,300,20150201,4.000000000
1402,1001317916,631010W,300,20150201,27.000000000
1402,1001317916,639000W,300,20150201,5.000000000
1402,1001317916,654210W,300,20150201,31.000000000
1402,1001317916,8610,300,20150201,5.000000000
1402,1001317916,861515W,300,20150201,7.000000000
1402,1001613424,1123.1L,300,20150201,4.000000000
1402,1001613424,1123.1R,300,20150201,11.000000000
1402,1001613424,1125.1L,300,20150201,25.000000000
1402,1001613424,1125.1R,300,20150201,19.000000000
1402,1001613424,1129.1L,300,20150201,9.000000000
1402,1001613424,1129.1R,300,20150201,8.000000000
1402,1001613424,659710W,300,20150201,94.000000000
1402,1001613424,811236,300,20150201,2.000000000
1402,1001613424,814541W,300,20150201,5.000000000
1431,1002467384,300023W,300,20150201,28.000000000
1431,1002467384,824505W,300,20150201,28.000000000
1450,1002377682,104242,300,20150201,24.000000000
1450,1002377682,104242,300,20150401,4.000000000
1450,1002377682,104242,300,20150501,4.000000000
1450,1002377682,104242,300,20150601,4.000000000
1450,1002377682,104242,300,20150701,4.000000000
1450,1002377682,300029W,300,20150701,4.000000000
1450,1002377682,604605W,300,20150701,4.000000000
1450,1002377682,683515W,300,20150401,2.000000000
1450,1002377682,687400SW,300,20150501,2.000000000
1450,1002377682,90201C5A,200,20150901,2.000000000
1450,1002377682,97913C3A,200,20150201,3.000000000
1486,1002376477,237001,300,20150201,36.000000000
1486,1002376477,237010C,300,20150201,11.000000000
1490,1002806853,AU8W,300,20150201,3.000000000
1490,1002806853,AU8W,300,20150301,1.000000000
1511,1002615338,215031W,500,20150301,22.000000000
1511,1002615338,237010S,500,20150301,6.000000000
1511,1002615338,237024S,500,20150301,3.000000000
1511,1002615338,606310W,500,20150301,21.000000000
1511,1002615338,864015W,500,20150301,19.000000000
1534,1002851281,90960C4A,200,20150201,3.000000000
1557,1002860027,237001,300,20150201,13.000000000
1557,1002860027,237010C,300,20150201,5.000000000
1557,1002860027,320020W,300,20150201,5.000000000
1557,1002860027,618410W,300,20150201,5.000000000
1557,1002860027,618505W,300,20150201,10.000000000
1557,1002860027,687400SW,300,20150201,10.000000000
1604,1002884704,237011C,300,20150201,2.000000000
1604,1002884704,649715W,300,20150201,6.000000000
1604,1002884704,719105BW,300,20150201,2.000000000
1604,1002884704,K1000W,300,20150201,40.000000000
1614,1002912097,254008W,300,20150201,8.000000000
1614,1002912097,618335W,300,20150201,25.000000000
1614,1002912097,618410W,300,20150201,27.000000000
1614,1002912097,618505W,300,20150201,4.000000000
1614,1002912097,632210W,300,20150201,4.000000000
1614,1002912097,649315W,300,20150201,46.000000000
1614,1002912097,678655W,300,20150201,29.000000000
1614,1002912097,90947C5A,200,20150201,65.000000000
1614,1002912097,90948C,200,20150201,12.000000000
1614,1002912097,90965C5A,200,20150201,12.000000000
1614,1002912097,96703C4A,200,20150201,10.000000000
1624,1002920699,237001,300,20150201,3.000000000
1624,1002920699,639950W,300,20150201,1.000000000
1624,1002920699,687031,300,20150201,1.000000000
1624,1002920699,811592W,300,20150201,1.000000000
1624,1002920699,811593,300,20150201,1.000000000
1624,1002920699,811595,300,20150201,1.000000000
1624,1002920699,861515W,300,20150201,1.000000000
1624,1002920699,992542C4A,200,20150201,1.000000000
1638,1002734486,1503,300,20150201,12.000000000
1638,1002734486,687400SW,300,20150201,44.000000000
1638,1002734486,687400SW,300,20150301,24.000000000
1638,1002734486,813010W,300,20150201,11.000000000
1638,1002734486,90947C5A,200,20150201,1.000000000
1638,1002734486,90948C,200,20150201,1.000000000
1638,1002734486,90965C5A,200,20150201,50.000000000
1638,1002734486,90965C5A,200,20150301,20.000000000
1663,1002876077,901800BW,300,20150201,5.000000000
1667,1002971039,104242,300,20150201,17.000000000
1667,1002971039,6010.1L,300,20150201,5.000000000
1667,1002971039,6020.1R,300,20150201,1.000000000
1667,1002971039,6030.1L,300,20150201,1.000000000
1667,1002971039,618335W,300,20150201,9.000000000
1667,1002971039,631701W,300,20150201,1.000000000
